64	0.0000191964285714	0.0000020699776372	3360000	40.0000000000000000
96	0.0000368303571429	0.0000028671690130	3360000	40.0000000000000000
128	0.0000345982142857	0.0000027789313464	3360000	40.0000000000000000
144	0.0000377232142857	0.0000029017127369	3360000	40.0000000000000000
256	0.0000332589285714	0.0000027246171789	3360000	40.0000000000000000
400	0.0000274553571429	0.0000024755208723	3360000	40.0000000000000000
512	0.0000227678571429	0.0000022543195628	3360000	40.0000000000000000
800	0.0000180803571429	0.0000020089043565	3360000	40.0000000000000000
1024	0.0000160714285714	0.0000018940157277	3360000	40.0000000000000000
2048	0.0000046875000000	0.0000012103035135	2400000	40.0000000000000000
