 128       2      64      0.0166822899      0.0000000000      0.4098950398     -0.4093050418      0.1933168682      0.0000000000
 128       2      64      0.0251144843      0.0093750000      0.8036901741     -0.8029482393      0.8847174226      0.0000000000
 128       2      64      0.0203922290      0.0000000000      0.5562610737     -0.5556016485      0.5481886611      0.0000000000
 128       2      64      0.0174612367      0.0000000000      0.4498676932     -0.4492629356      0.2873856054      0.0000000000
 128       2      64      0.0189523579      0.0000000000      0.5275018436     -0.5268387554      0.5515686387      0.0000000000
 128       2      64      0.0153867807      0.0000000000      0.3555014639     -0.3549381853      0.0420516121      0.0000000000
 128       2      64      0.0196089358      0.0000000000      0.5291008470     -0.5284534749      0.4727642177      0.0000000000
 128       2      64      0.0199591416      0.0000250000      0.5617015085     -0.5610320827      0.5801986663      0.0000000000
 128       2      64      0.0154740010      0.0000000000      0.3586464966     -0.3580839591      0.0440032547      0.0000000000
 128       2      64      0.0172233147      0.0000000000      0.4528122099     -0.4521955761      0.3165909459      0.0000000000
 128       2      64      0.0220381324      0.0000500000      0.6398179115     -0.6391307166      0.6732961798      0.0000000000
 128       2      64      0.0167682330      0.0000000000      0.4104821394     -0.4098909556      0.1921423243      0.0000000000
 128       2      64      0.0195087208      0.0000000000      0.5322433909     -0.5315948476      0.4926055279      0.0000000000
 128       2      64      0.0188464263      0.0000000000      0.5131197849     -0.5124760271      0.4571422194      0.0000000000
 128       2      64      0.0223724095      0.0508500000      0.8672413409     -0.8664737261      0.9738201971      0.0000000000
 128       2      64      0.0199582102      0.0000000000      0.5532128390     -0.5525595321      0.5107401928      0.0000000000
 128       2      64      0.0207870462      0.0000000000      0.5951896347     -0.5944940324      0.6765987539      0.0000000000
 128       2      64      0.0180004178      0.0000000000      0.4691022372     -0.4684854667      0.3446506982      0.0000000000
 128       2      64      0.0253483467      0.0164000000      0.8428930319     -0.8421616525      0.8811343622      0.0000000000
 128       2      64      0.0181765344      0.0000000000      0.4769044194     -0.4762808016      0.3628988382      0.0000000000
 128       2      64      0.0218551275      0.0001250000      0.6424538994     -0.6417621803      0.6950509330      0.0000000000
 128       2      64      0.0220044544      0.0495000000      0.8610215300     -0.8602505885      0.9838236348      0.0000000000
 128       2      64      0.0209648315      0.0000750000      0.6010921651     -0.6004110386      0.6432810782      0.0000000000
 128       2      64      0.0159767227      0.0000000000      0.3779548971     -0.3773818424      0.1048729689      0.0000000000
 128       2      64      0.0162543938      0.0000000000      0.3947269136     -0.3941489406      0.1233398804      0.0000000000
 128       2      64      0.0195126211      0.0000000000      0.5388443833     -0.5381948641      0.4956196492      0.0000000000
 128       2      64      0.0213314852      0.0002000000      0.6086312104     -0.6079431742      0.6524162430      0.0000000000
 128       2      64      0.0224062801      0.0002750000      0.6612251428     -0.6605179609      0.7416657375      0.0000000000
 128       2      64      0.0252649469      0.0083000000      0.8100774395     -0.8093382705      0.8793665894      0.0000000000
 128       2      64      0.0243517108      0.0116500000      0.7870492841     -0.7863154225      0.8598929178      0.0000000000
 128       2      64      0.0213068209      0.0000500000      0.6291519557     -0.6284619684      0.6661731147      0.0000000000
 128       2      64      0.0228325995      0.0633750000      0.8579612989     -0.8572073635      0.9406359593      0.0000000000
 128       2      64      0.0175353606      0.0000000000      0.4507581192     -0.4501490377      0.2971471114      0.0000000000
 128       2      64      0.0235581020      0.0602500000      0.9060805459     -0.9053341351      0.9109424952      0.0000000000
 128       2      64      0.0186126763      0.0000000000      0.5031842377     -0.5025466136      0.4359711033      0.0000000000
 128       2      64      0.0220629296      0.0066250000      0.7134809164     -0.7127598882      0.8025341352      0.0000000000
 128       2      64      0.0224069910      0.0002750000      0.6668686960     -0.6661484249      0.7857431298      0.0000000000
 128       2      64      0.0241176584      0.0237750000      0.8100070966     -0.8092656873      0.8863027972      0.0000000000
 128       2      64      0.0242347922      0.0027000000      0.7533730193     -0.7526382066      0.8541116912      0.0000000000
 128       2      64      0.0224956028      0.0380250000      0.8545083257     -0.8537454439      0.9720736002      0.0000000000
 128       2      64      0.0173176149      0.0000000000      0.4448067196     -0.4441923755      0.3206626326      0.0000000000
 128       2      64      0.0218118284      0.0001500000      0.6445621973     -0.6438647617      0.6995478411      0.0000000000
 128       2      64      0.0223026664      0.0000250000      0.6539916561     -0.6533076048      0.6532574966      0.0000000000
 128       2      64      0.0200561743      0.0000000000      0.5470724055     -0.5464194465      0.5095443194      0.0000000000
 128       2      64      0.0184456986      0.0000000000      0.4899478027     -0.4893159000      0.4085665717      0.0000000000
 128       2      64      0.0169258181      0.0000000000      0.4200465238     -0.4194479394      0.2452618161      0.0000000000
 128       2      64      0.0174444346      0.0000000000      0.4406812254     -0.4400713670      0.2906079728      0.0000000000
 128       2      64      0.0206847463      0.0000000000      0.5993648364     -0.5986751219      0.6637808526      0.0000000000
 128       2      64      0.0225394917      0.0002000000      0.6735760669     -0.6728586049      0.7883252772      0.0000000000
 128       2      64      0.0211294841      0.0000000000      0.6162611819     -0.6155706469      0.6647517783      0.0000000000
 128       2     128      0.0242913915      0.0006500000      0.7902272425     -0.7894622408      0.8730228371      0.0000000000
 128       2     128      0.0154177962      0.0000000000      0.3556667166     -0.3550927218      0.0393195998      0.0000000000
 128       2     128      0.0199888159      0.0000000000      0.5646927205     -0.5640195587      0.5123476314      0.0000000000
 128       2     128      0.0152770361      0.0000000000      0.3504051871     -0.3498355195      0.0251918125      0.0000000000
 128       2     128      0.0177580717      0.0000000000      0.4558486484     -0.4552264022      0.2857962356      0.0000000000
 128       2     128      0.0173948862      0.0000000000      0.4403114765     -0.4396941117      0.2652239226      0.0000000000
 128       2     128      0.0165692608      0.0000000000      0.4077076577     -0.4071018959      0.2009234078      0.0000000000
 128       2     128      0.0219971390      0.0000000000      0.6621723785     -0.6614452490      0.7344228043      0.0000000000
 128       2     128      0.0217097239      0.0000000000      0.6561458564     -0.6554362056      0.6674022773      0.0000000000
 128       2     128      0.0194204580      0.0147500000      0.9013962077     -0.9005948625      0.9917249364      0.0000000000
 128       2     128      0.0161510191      0.0000000000      0.3865435807     -0.3859562757      0.1165323351      0.0000000000
 128       2     128      0.0191101658      0.0000000000      0.5202549218     -0.5195923856      0.4655425271      0.0000000000
 128       2     128      0.0231482437      0.0000000000      0.7171290652     -0.7163747158      0.8320447425      0.0000000000
 128       2     128      0.0213184318      0.0000000000      0.5933649968     -0.5926579586      0.6518565370      0.0000000000
 128       2     128      0.0189800974      0.0000000000      0.5104132567     -0.5097610824      0.4280312053      0.0000000000
 128       2     128      0.0213912176      0.0000000000      0.6204942955     -0.6197785547      0.6961491082      0.0000000000
 128       2     128      0.0196416212      0.0000000000      0.5526352361     -0.5519686112      0.4905960301      0.0000000000
 128       2     128      0.0160795298      0.0000000000      0.3838082826     -0.3832194829      0.1269534038      0.0000000000
 128       2     128      0.0175350366      0.0000000000      0.4442805357     -0.4436607388      0.2753050272      0.0000000000
 128       2     128      0.0152079853      0.0000000000      0.3477761588     -0.3472061976      0.0049297720      0.0000000000
 128       2     128      0.0221799274      0.0000000000      0.6417770304     -0.6410642139      0.6810153858      0.0000000000
 128       2     128      0.0212653071      0.0000000000      0.6018625406     -0.6011635927      0.6243861388      0.0000000000
 128       2     128      0.0183713087      0.0000000000      0.4841272398     -0.4834797510      0.4049458292      0.0000000000
 128       2     128      0.0162618013      0.0000000000      0.3889604682     -0.3883679797      0.1371213477      0.0000000000
 128       2     128      0.0175927201      0.0000000000      0.4527011379     -0.4520785840      0.2905972546      0.0000000000
 128       2     128      0.0160424473      0.0000000000      0.3846073010     -0.3840194030      0.1204498154      0.0000000000
 128       2     128      0.0219388681      0.0000000000      0.6636833617     -0.6629614598      0.7119035444      0.0000000000
 128       2     128      0.0166462066      0.0000000000      0.4078589328     -0.4072600296      0.1909081960      0.0000000000
