24	0.0004164062500000	0.0000180315491262	960000	20.0000000000000000
26	0.0004718750000000	0.0000191942803977	960000	20.0000000000000000
28	0.0005257812500000	0.0000202602723836	960000	20.0000000000000000
30	0.0005632812500000	0.0000209698109328	960000	20.0000000000000000
32	0.0005359375000000	0.0000289275638447	480000	20.0000000000000000
34	0.0005513392857143	0.0000110894696038	336000	20.00000000000000000
36	0.0005526785714286	0.0000111029205050	336000	20.00000000000000000
38	0.0005678571428571	0.0000112542372365	336000	20.00000000000000000
40	0.0005645089285714	0.0000112210344848	336000	20.00000000000000000
42	0.0005531250000000	0.0000111074005083	336000	20.00000000000000000
44	0.0005410714285714	0.0000109857972858	336000	20.00000000000000000
46	0.0005504464285714	0.0000110804932383	336000	20.00000000000000000
48	0.0005379464285714	0.0000109540495212	336000	20.00000000000000000
50	0.0005209821428571	0.0000107800684791	336000	20.00000000000000000
52	0.0005198660714286	0.0000107685235320	336000	20.00000000000000000
54	0.0005254464285714	0.0000108261248107	336000	20.00000000000000000
56	0.0005004464285714	0.0000105656166126	336000	20.00000000000000000
58	0.0004948660714286	0.0000105065832699	336000	20.00000000000000000
60	0.0004843750000000	0.0000103946905927	336000	20.00000000000000000
64	0.0004713541666667	0.0000110757093178	288000	20.00000000000000000
96	0.0003528645833333	0.0000095837667309	288000	20.00000000000000000
128	0.0003010416666667	0.0000088523895063	288000	20.00000000000000000
144	0.0002497395833333	0.0000080631689568	288000	20.00000000000000000
256	0.0001677083333333	0.0000066078952123	288000	20.00000000000000000
400	0.0001025000000000	0.0000056592289577	240000	20.00000000000000000
512	0.0000934895833333	0.0000049338839501	288000	20.00000000000000000
800	0.0000571875000000	0.0000042272604697	240000	20.00000000000000000
1024	0.0000473958333333	0.0000035131018976	288000	20.00000000000000000
