      36    0.0029458334
      36    0.0014083334
      36    0.0024708334
      36    0.0001041667
      36    0.0032875001
      36    0.0093458336
      36    0.0186291672
      36    0.0014208334
      36    0.0000208333
      36    0.0057958335
      36    0.0001291667
      36    0.0000458333
      36    0.0054166668
      36    0.0229625007
      36    0.0110416670
      36    0.0071791669
      36    0.0066250002
      36    0.0034333334
      36    0.0020708334
      36    0.0021000001
      36    0.0124416670
      36    0.0103083336
      36    0.0000708333
      36    0.0003958333
      36    0.0000750000
      36    0.0017541667
      36    0.0002666667
      36    0.0004583333
      36    0.0000750000
      36    0.0004833333
      68    0.0006397059
      68    0.0003397059
      68    0.0134867650
      68    0.0045816178
      68    0.0001058824
      68    0.0000242647
      68    0.0000000000
      68    0.0000000000
      68    0.0073455884
      68    0.0039463236
     132    0.0041329547
     132    0.0000045455
     132    0.0000022727
     132    0.0000545455
     132    0.0000386364
     132    0.0000000000
     132    0.0000329545
     132    0.0000000000
     132    0.0000022727
     132    0.0013204546
     196    0.0000352041
     196    0.0005900510
     196    0.0001063776
     196    0.0001071429
     196    0.0000742347
     196    0.0000007653
     196    0.0000000000
     196    0.0001278061
     196    0.0002586735
     196    0.0000045918
     260    0.0005100000
     260    0.0000000000
     260    0.0000000000
     260    0.0000000000
     260    0.0000271154
     260    0.0000467308
     260    0.0000069231
     260    0.0000000000
     260    0.0000000000
     260    0.0000588462
     260    0.0000559615
     260    0.0001851923
     260    0.0001609615
     260    0.0004817308
     260    0.0000184615
