      36    0.0002416667
      36    0.0001291667
      36    0.0046541668
      36    0.0050041668
      36    0.0077458336
      36    0.0101333336
      36    0.0022583334
      36    0.0012875000
      36    0.0036708334
      36    0.0002083333
      36    0.0005583333
      36    0.0309000009
      36    0.0006041667
      36    0.0114791670
      36    0.0002875000
      36    0.0143250004
      36    0.0139375004
      36    0.0015083334
      36    0.0001625000
      36    0.0019375001
      36    0.0054250002
      36    0.0005916667
      36    0.0224333340
      36    0.0122833337
      36    0.0065625002
      36    0.0089333336
      36    0.0027708334
      68    0.0003772059
      68    0.0000022059
      68    0.0000000000
      68    0.0000110294
      68    0.0001720588
      68    0.0001455882
      68    0.0000044118
      68    0.0002426471
      68    0.0000507353
      68    0.0019213236
     132    0.0005352273
     132    0.0000863636
     132    0.0000000000
     132    0.0009943182
     132    0.0008602273
     132    0.0000647727
     132    0.0000022727
     132    0.0001647727
     132    0.0000000000
     132    0.0005852273
     196    0.0000466837
     196    0.0000390306
     196    0.0000000000
     196    0.0004706633
     196    0.0003489796
     196    0.0000000000
     196    0.0000160714
     196    0.0005602041
     196    0.0000206633
     196    0.0000000000
     260    0.0000190385
     260    0.0000311538
     260    0.0001280769
     260    0.0000496154
     260    0.0000000000
     260    0.0001511538
     260    0.0000086538
     260    0.0009444231
     260    0.0000000000
     260    0.0000000000
     260    0.0002388462
     260    0.0000080769
     260    0.0000923077
     260    0.0000086538
