      36    0.0000041667
      36    0.0041666668
      36    0.0001500000
      36    0.0115625003
      36    0.0130333337
      36    0.0002458333
      36    0.0026208334
      36    0.0018208334
      36    0.0000083333
      36    0.0001000000
      36    0.0000250000
      36    0.0000958333
      36    0.0310000009
      36    0.0034875001
      36    0.0048916668
      36    0.0076958336
      36    0.0108458337
      36    0.0001041667
      36    0.0046416668
      36    0.0025791667
      36    0.0007750000
      36    0.0029833334
      36    0.0128583337
      36    0.0008333334
      36    0.0005625000
      36    0.0006708334
      36    0.0066958335
      36    0.0020041667
      36    0.0047750001
      36    0.0003666667
      68    0.0000022059
      68    0.0004125000
      68    0.0000022059
      68    0.0003750000
      68    0.0001654412
      68    0.0007301471
      68    0.0021595589
      68    0.0092779414
      68    0.0041294119
      68    0.0003397059
     132    0.0000159091
     132    0.0003738636
     132    0.0006806818
     132    0.0000875000
     132    0.0000306818
     132    0.0000011364
     132    0.0006852273
     132    0.0057659093
     132    0.0000863636
     132    0.0000000000
     196    0.0000091837
     196    0.0000000000
     196    0.0000244898
     196    0.0000015306
     196    0.0008502551
     196    0.0000000000
     196    0.0000015306
     196    0.0000015306
     196    0.0002724490
     196    0.0006244898
     260    0.0003761539
     260    0.0000040385
     260    0.0000000000
     260    0.0003819231
     260    0.0001580769
     260    0.0003040385
     260    0.0000000000
     260    0.0000323077
     260    0.0001015385
     260    0.0000000000
     260    0.0003773077
     260    0.0000109615
     260    0.0001211538
     260    0.0000000000
     260    0.0001096154
