      36    0.0001041667
      36    0.0016375000
      36    0.0000750000
      36    0.0249875007
      36    0.0007583334
      36    0.0003833333
      36    0.0208875006
      36    0.0019708334
      36    0.0052000002
      36    0.0031000001
      36    0.0065083335
      36    0.0003833333
      36    0.0173833339
      36    0.0020458334
      36    0.0283333342
      36    0.0100833336
      36    0.0003583333
      36    0.0025041667
      36    0.0006166667
      36    0.0144000004
      36    0.0000500000
      36    0.0069083335
      36    0.0081458336
      36    0.0042791668
      36    0.0042291668
      36    0.0074083336
      36    0.0059541668
      36    0.0002375000
      68    0.0091433826
      68    0.0000617647
      68    0.0021132353
      68    0.0006882353
      68    0.0014691177
      68    0.0019808824
      68    0.0017183824
      68    0.0040058825
      68    0.0006132353
      68    0.0005801471
     132    0.0000000000
     132    0.0015352273
     132    0.0000000000
     132    0.0028079546
     132    0.0019806819
     132    0.0000045455
     132    0.0005829546
     132    0.0005545455
     132    0.0016659091
     132    0.0000068182
     196    0.0003780612
     196    0.0000290816
     196    0.0000068878
     196    0.0000000000
     196    0.0006183674
     196    0.0000000000
     196    0.0008173469
     196    0.0000000000
     196    0.0000895408
     196    0.0000581633
     260    0.0000017308
     260    0.0000265385
     260    0.0000000000
     260    0.0006911539
     260    0.0001067308
     260    0.0000000000
     260    0.0000317308
     260    0.0002480769
     260    0.0000115385
     260    0.0000005769
     260    0.0000000000
     260    0.0000409615
     260    0.0000836538
     260    0.0000028846
