      36    37    43     7    0.0140250000
      36    37    44    15    0.0047250000
      36    37    50    16    0.0000000000
      36    37    51    24    0.0012750000
      36    37    57    25    0.0001500000
      36    37    58    15    0.0027000000
      36    37    64    16    0.0009000000
      36    43    44    16    0.0004500000
      36    43    50    17    0.0000000000
      36    43    51    25    0.0003000000
      36    43    57    26    0.0000750000
      36    43    58    16    0.0002250000
      36    43    64    17    0.0000000000
      36    44    50     7    0.0007500000
      36    44    51    15    0.0951750000
      36    44    57    16    0.0090000000
      36    44    58    24    0.0102750000
      36    44    64    25    0.0031500000
      36    50    51    16    0.0003000000
      36    50    57    17    0.0000000000
      36    50    58    25    0.0000000000
      36    50    64    26    0.0000000000
      36    51    57     7    0.0535500000
      36    51    58    15    0.0306000000
      36    51    64    16    0.0069750000
      36    57    58    16    0.0039000000
      36    57    64    17    0.0012750000
      36    58    64     7    0.0301500000
      36    37    43     7    0.0470250000
      36    37    44    15    0.0456750000
      36    37    50    16    0.0028500000
      36    37    51    24    0.0331500000
      36    37    57    25    0.0018000000
      36    37    58    15    0.1325250000
      36    37    64    16    0.1254750000
      36    43    44    16    0.0045000000
      36    43    50    17    0.0005250000
      36    43    51    25    0.0031500000
      36    43    57    26    0.0003750000
      36    43    58    16    0.0105000000
      36    43    64    17    0.0132750000
      36    44    50     7    0.0450750000
      36    44    51    15    0.5380500000
      36    44    57    16    0.0229500000
      36    44    58    24    0.0270750000
      36    44    64    25    0.0401250000
      36    50    51    16    0.0339000000
      36    50    57    17    0.0016500000
      36    50    58    25    0.0020250000
      36    50    64    26    0.0028500000
      36    51    57     7    0.0195750000
      36    51    58    15    0.0247500000
      36    51    64    16    0.0327000000
      36    57    58    16    0.0006750000
      36    57    64    17    0.0012750000
      36    58    64     7    0.1083750000
      36    37    43     7    0.0183750000
      36    37    44    15    0.0043500000
      36    37    50    16    0.0015000000
      36    37    51    24    0.0037500000
      36    37    57    25    0.0021750000
      36    37    58    15    0.0027000000
      36    37    64    16    0.0000000000
      36    43    44    16    0.0007500000
      36    43    50    17    0.0003750000
      36    43    51    25    0.0007500000
      36    43    57    26    0.0003000000
      36    43    58    16    0.0002250000
      36    43    64    17    0.0000000000
      36    44    50     7    0.0102000000
      36    44    51    15    0.5064000000
      36    44    57    16    0.0972750000
      36    44    58    24    0.0440250000
      36    44    64    25    0.0011250000
      36    50    51    16    0.0083250000
      36    50    57    17    0.0022500000
      36    50    58    25    0.0009750000
      36    50    64    26    0.0000000000
      36    51    57     7    0.1130250000
      36    51    58    15    0.0446250000
      36    51    64    16    0.0010500000
      36    57    58    16    0.0531750000
      36    57    64    17    0.0015750000
      36    58    64     7    0.0118500000
      36    37    43     7    0.0009750000
      36    37    44    15    0.0009000000
      36    37    50    16    0.0000750000
      36    37    51    24    0.0007500000
      36    37    57    25    0.0003000000
      36    37    58    15    0.0026250000
      36    37    64    16    0.0023250000
      36    43    44    16    0.0000000000
      36    43    50    17    0.0000000000
      36    43    51    25    0.0000000000
      36    43    57    26    0.0000000000
      36    43    58    16    0.0000750000
      36    43    64    17    0.0000000000
      36    44    50     7    0.0419250000
      36    44    51    15    0.0602250000
      36    44    57    16    0.0251250000
      36    44    58    24    0.0180000000
      36    44    64    25    0.0081750000
      36    50    51    16    0.0075750000
      36    50    57    17    0.0030750000
      36    50    58    25    0.0018750000
      36    50    64    26    0.0007500000
      36    51    57     7    0.0538500000
      36    51    58    15    0.0348000000
      36    51    64    16    0.0165750000
      36    57    58    16    0.0292500000
      36    57    64    17    0.0141000000
      36    58    64     7    0.2797500000
      36    37    43     7    0.2150250000
      36    37    44    15    0.0312750000
      36    37    50    16    0.0938250000
      36    37    51    24    0.0388500000
      36    37    57    25    0.0113250000
      36    37    58    15    0.1371000000
      36    37    64    16    0.0400500000
      36    43    44    16    0.0438000000
      36    43    50    17    0.1902000000
      36    43    51    25    0.0582000000
      36    43    57    26    0.0172500000
      36    43    58    16    0.1800750000
      36    43    64    17    0.0795750000
      36    44    50     7    0.1459500000
      36    44    51    15    0.0399000000
      36    44    57    16    0.0103500000
      36    44    58    24    0.0467250000
      36    44    64    25    0.0185250000
      36    50    51    16    0.1021500000
      36    50    57    17    0.0298500000
      36    50    58    25    0.2235750000
      36    50    64    26    0.0675750000
      36    51    57     7    0.1371000000
      36    51    58    15    0.0802500000
      36    51    64    16    0.0279000000
      36    57    58    16    0.0233250000
      36    57    64    17    0.0086250000
      36    58    64     7    0.2277750000
      36    37    43     7    0.0124500000
      36    37    44    15    0.0000000000
      36    37    50    16    0.0003750000
      36    37    51    24    0.0008250000
      36    37    57    25    0.0000750000
      36    37    58    15    0.0027750000
      36    37    64    16    0.0006750000
      36    43    44    16    0.0000000000
      36    43    50    17    0.0000000000
