      36    0.0002666667
      36    0.0069708335
      36    0.0005125000
      36    0.0001250000
      36    0.0003083333
      36    0.0013791667
      36    0.0012958334
      36    0.0002833333
      36    0.0006916667
      36    0.0001375000
      36    0.0023458334
      36    0.0084000003
      36    0.0077958336
      36    0.0000583333
      36    0.0021958334
      36    0.0015625000
      36    0.0189625006
      36    0.0007208334
      36    0.0200041673
      36    0.0009708334
      36    0.0030958334
      36    0.0003916667
      36    0.0000000000
      36    0.0169291672
      36    0.0114125003
      36    0.0034416668
      36    0.0027958334
      36    0.0073208336
      68    0.0000397059
      68    0.0014845589
      68    0.0000441176
      68    0.0000441176
      68    0.0048838237
      68    0.0003242647
      68    0.0078970590
      68    0.0034830883
      68    0.0004676471
      68    0.0006529412
     132    0.0000715909
     132    0.0005659091
     132    0.0003647727
     132    0.0000715909
     132    0.0015170455
     132    0.0000000000
     132    0.0000068182
     132    0.0000022727
     132    0.0013625000
     132    0.0002806818
     196    0.0000084184
     196    0.0027841837
     196    0.0000061224
     196    0.0011142857
     196    0.0007308674
     196    0.0000000000
     196    0.0001362245
     196    0.0000038265
     196    0.0000168367
     196    0.0000000000
     260    0.0000023077
     260    0.0000051923
     260    0.0000507692
     260    0.0000000000
     260    0.0000000000
     260    0.0001223077
     260    0.0000000000
     260    0.0001632692
     260    0.0001246154
     260    0.0003894231
     260    0.0000051923
     260    0.0000000000
     260    0.0000034615
     260    0.0000000000
