      36    37    43     7    0.0024000000
      36    37    44    15    0.1014750000
      36    37    50    16    0.0855000000
      36    37    51    24    0.0605250000
      36    37    57    25    0.0070500000
      36    37    58    15    0.0060000000
      36    37    64    16    0.0179250000
      36    43    44    16    0.0003750000
      36    43    50    17    0.0004500000
      36    43    51    25    0.0002250000
      36    43    57    26    0.0000000000
      36    43    58    16    0.0000000000
      36    43    64    17    0.0000000000
      36    44    50     7    0.0787500000
      36    44    51    15    0.0276750000
      36    44    57    16    0.0023250000
      36    44    58    24    0.0013500000
      36    44    64    25    0.0048000000
      36    50    51    16    0.0293250000
      36    50    57    17    0.0028500000
      36    50    58    25    0.0015000000
      36    50    64    26    0.0055500000
      36    51    57     7    0.0436500000
      36    51    58    15    0.0132750000
      36    51    64    16    0.0390750000
      36    57    58    16    0.0010500000
      36    57    64    17    0.0033000000
      36    58    64     7    0.0112500000
      36    37    43     7    0.0045000000
      36    37    44    15    0.1815000000
      36    37    50    16    0.1141500000
      36    37    51    24    0.1308750000
      36    37    57    25    0.0019500000
      36    37    58    15    0.0434250000
      36    37    64    16    0.0259500000
      36    43    44    16    0.0040500000
      36    43    50    17    0.0026250000
      36    43    51    25    0.0030000000
      36    43    57    26    0.0001500000
      36    43    58    16    0.0014250000
      36    43    64    17    0.0006750000
      36    44    50     7    0.2280750000
      36    44    51    15    0.3630750000
      36    44    57    16    0.0039000000
      36    44    58    24    0.0456000000
      36    44    64    25    0.0313500000
      36    50    51    16    0.2201250000
      36    50    57    17    0.0028500000
      36    50    58    25    0.0268500000
      36    50    64    26    0.0204750000
      36    51    57     7    0.0063000000
      36    51    58    15    0.0561000000
      36    51    64    16    0.0357000000
      36    57    58    16    0.0096750000
      36    57    64    17    0.0084000000
      36    58    64     7    0.3595500000
      36    37    43     7    0.0048750000
      36    37    44    15    0.0000000000
      36    37    50    16    0.0000000000
      36    37    51    24    0.0000000000
      36    37    57    25    0.0000000000
      36    37    58    15    0.0000000000
      36    37    64    16    0.0000000000
      36    43    44    16    0.0001500000
      36    43    50    17    0.0000750000
      36    43    51    25    0.0001500000
      36    43    57    26    0.0001500000
      36    43    58    16    0.0000000000
      36    43    64    17    0.0001500000
      36    44    50     7    0.0039750000
      36    44    51    15    0.0149250000
      36    44    57    16    0.0006000000
      36    44    58    24    0.0000000000
      36    44    64    25    0.0000000000
      36    50    51    16    0.0012000000
      36    50    57    17    0.0000000000
      36    50    58    25    0.0000000000
      36    50    64    26    0.0000000000
      36    51    57     7    0.0039750000
      36    51    58    15    0.0000000000
      36    51    64    16    0.0000000000
      36    57    58    16    0.0000000000
      36    57    64    17    0.0000000000
      36    58    64     7    0.0000750000
      36    37    43     7    0.1115250000
      36    37    44    15    0.0198750000
      36    37    50    16    0.0028500000
      36    37    51    24    0.0005250000
      36    37    57    25    0.0001500000
      36    37    58    15    0.0140250000
      36    37    64    16    0.0052500000
      36    43    44    16    0.0139500000
      36    43    50    17    0.0024000000
      36    43    51    25    0.0002250000
      36    43    57    26    0.0000000000
      36    43    58    16    0.0057000000
      36    43    64    17    0.0024750000
      36    44    50     7    0.1003500000
      36    44    51    15    0.0025500000
      36    44    57    16    0.0003750000
      36    44    58    24    0.0009750000
      36    44    64    25    0.0006000000
      36    50    51    16    0.0008250000
      36    50    57    17    0.0001500000
      36    50    58    25    0.0002250000
      36    50    64    26    0.0000750000
      36    51    57     7    0.0489750000
      36    51    58    15    0.0003750000
      36    51    64    16    0.0003000000
      36    57    58    16    0.0000000000
      36    57    64    17    0.0000000000
      36    58    64     7    0.0168750000
      36    37    43     7    0.0017250000
      36    37    44    15    0.0000000000
      36    37    50    16    0.0000000000
      36    37    51    24    0.0000000000
      36    37    57    25    0.0000000000
      36    37    58    15    0.0000000000
      36    37    64    16    0.0000000000
      36    43    44    16    0.0014250000
      36    43    50    17    0.0001500000
      36    43    51    25    0.0008250000
      36    43    57    26    0.0001500000
      36    43    58    16    0.0000000000
      36    43    64    17    0.0000750000
      36    44    50     7    0.0042750000
      36    44    51    15    0.1191000000
      36    44    57    16    0.0115500000
      36    44    58    24    0.0000000000
      36    44    64    25    0.0001500000
      36    50    51    16    0.0022500000
      36    50    57    17    0.0002250000
      36    50    58    25    0.0000000000
      36    50    64    26    0.0000000000
      36    51    57     7    0.0417000000
      36    51    58    15    0.0000000000
      36    51    64    16    0.0000750000
      36    57    58    16    0.0000000000
      36    57    64    17    0.0000750000
      36    58    64     7    0.0380250000
      36    37    43     7    0.4496250000
      36    37    44    15    0.0130500000
      36    37    50    16    0.0025500000
      36    37    51    24    0.0142500000
      36    37    57    25    0.0143250000
      36    37    58    15    0.0044250000
      36    37    64    16    0.0006750000
      36    43    44    16    0.0172500000
      36    43    50    17    0.0033750000
      36    43    51    25    0.0192750000
      36    43    57    26    0.0191250000
      36    43    58    16    0.0054000000
      36    43    64    17    0.0008250000
      36    44    50     7    0.0289500000
      36    44    51    15    0.0692250000
      36    44    57    16    0.0642750000
      36    44    58    24    0.0002250000
      36    44    64    25    0.0000750000
      36    50    51    16    0.0124500000
      36    50    57    17    0.0138000000
      36    50    58    25    0.0003000000
      36    50    64    26    0.0000000000
      36    51    57     7    0.1149750000
      36    51    58    15    0.0003000000
      36    51    64    16    0.0000000000
      36    57    58    16    0.0004500000
      36    57    64    17    0.0000000000
      36    58    64     7    0.0376500000
      36    37    43     7    0.0103500000
      36    37    44    15    0.0000000000
      36    37    50    16    0.0000750000
      36    37    51    24    0.1127250000
      36    37    57    25    0.6723000000
      36    37    58    15    0.2263500000
      36    37    64    16    0.0582750000
      36    43    44    16    0.0005250000
      36    43    50    17    0.0000750000
      36    43    51    25    0.0150000000
      36    43    57    26    0.0087750000
      36    43    58    16    0.0168750000
      36    43    64    17    0.0339750000
      36    44    50     7    0.0291750000
      36    44    51    15    0.0002250000
      36    44    57    16    0.0000000000
      36    44    58    24    0.0003000000
      36    44    64    25    0.0007500000
      36    50    51    16    0.0000000000
      36    50    57    17    0.0000000000
      36    50    58    25    0.0000000000
      36    50    64    26    0.0000000000
      36    51    57     7    0.1600500000
      36    51    58    15    0.3636750000
      36    51    64    16    0.0886500000
      36    57    58    16    0.1627500000
      36    57    64    17    0.0468750000
      36    58    64     7    0.1962750000
      36    37    43     7    0.2421750000
      36    37    44    15    0.2287500000
      36    37    50    16    0.0695250000
      36    37    51    24    0.0101250000
      36    37    57    25    0.0027750000
      36    37    58    15    0.0029250000
      36    37    64    16    0.0003000000
      36    43    44    16    0.1049250000
      36    43    50    17    0.0310500000
      36    43    51    25    0.0045750000
      36    43    57    26    0.0014250000
      36    43    58    16    0.0011250000
      36    43    64    17    0.0002250000
      36    44    50     7    0.0795750000
      36    44    51    15    0.0057000000
      36    44    57    16    0.0021000000
      36    44    58    24    0.0015750000
      36    44    64    25    0.0003750000
      36    50    51    16    0.0019500000
      36    50    57    17    0.0005250000
      36    50    58    25    0.0004500000
      36    50    64    26    0.0000750000
      36    51    57     7    0.1439250000
      36    51    58    15    0.0912000000
      36    51    64    16    0.0071250000
      36    57    58    16    0.0165000000
      36    57    64    17    0.0012750000
      36    58    64     7    0.0219000000
      36    37    43     7    0.0127500000
      36    37    44    15    0.0000000000
      36    37    50    16    0.0000000000
      36    37    51    24    0.0000000000
      36    37    57    25    0.0000000000
      36    37    58    15    0.0218250000
      36    37    64    16    0.0095250000
      36    43    44    16    0.0000000000
      36    43    50    17    0.0000000000
      36    43    51    25    0.0000000000
      36    43    57    26    0.0000000000
      36    43    58    16    0.0003000000
      36    43    64    17    0.0002250000
      36    44    50     7    0.0102000000
      36    44    51    15    0.0000000000
      36    44    57    16    0.0000000000
      36    44    58    24    0.0000000000
      36    44    64    25    0.0000000000
      36    50    51    16    0.0000000000
      36    50    57    17    0.0000000000
      36    50    58    25    0.0000000000
      36    50    64    26    0.0000000000
