      36     8    0.0054545455
      36     9    0.0027777778
      36    10    0.0000000000
      36    11    0.0000000000
      36    12    0.0000000000
      36    13    0.0000000000
      36    14    0.0000000000
      36    15    0.0000000000
      36    16    0.0000000000
      36    17    0.0000000000
      36    18    0.0000000000
      36    17    0.0000000000
      36    16    0.0000000000
      36    15    0.0000000000
      36    14    0.0000000000
      36    13    0.0000000000
      36    12    0.0000000000
      36    11    0.0000000000
      36    10    0.0000000000
      36     9    0.0027777778
      36     8    0.0054545455
      36     7    0.0054545455
      36     6    0.0027272727
      36     5    0.0000000000
      36     4    0.0000000000
      36     3    0.0013636364
      36     2    0.0068181818
      36     1    0.0381818182
      36     7    0.0054545455
      36     8    0.0054545455
      36     9    0.0027777778
      36    10    0.0000000000
      36    11    0.0000000000
      36    12    0.0000000000
      36    13    0.0000000000
      36    14    0.0000000000
      36    15    0.0000000000
      36    16    0.0000000000
      36    17    0.0000000000
      36    18    0.0000000000
      36    17    0.0000000000
      36    16    0.0000000000
      36    15    0.0000000000
      36    14    0.0000000000
      36    13    0.0000000000
      36    12    0.0000000000
      36    11    0.0000000000
      36    10    0.0000000000
      36     9    0.0027777778
      36     8    0.0054545455
      36     7    0.0054545455
      36     6    0.0027272727
      36     5    0.0000000000
      36     4    0.0000000000
      36     3    0.0013636364
      36     2    0.0068181818
      36     6    0.0027272727
      36     7    0.0054545455
      36     8    0.0054545455
      36     9    0.0027777778
      36    10    0.0000000000
      36    11    0.0000000000
      36    12    0.0000000000
      36    13    0.0000000000
      36    14    0.0000000000
      36    15    0.0000000000
      36    16    0.0000000000
      36    17    0.0000000000
      36    18    0.0000000000
      36    17    0.0000000000
      36    16    0.0000000000
      36    15    0.0000000000
      36    14    0.0000000000
      36    13    0.0000000000
      36    12    0.0000000000
      36    11    0.0000000000
      36    10    0.0000000000
      36     9    0.0027777778
      36     8    0.0054545455
      36     7    0.0054545455
      36     6    0.0027272727
      36     5    0.0000000000
      36     4    0.0000000000
      36     3    0.0013636364
      36     5    0.0000000000
      36     6    0.0027272727
      36     7    0.0054545455
      36     8    0.0054545455
      36     9    0.0027777778
      36    10    0.0000000000
      36    11    0.0000000000
      36    12    0.0000000000
      36    13    0.0000000000
      36    14    0.0000000000
      36    15    0.0000000000
      36    16    0.0000000000
      36    17    0.0000000000
      36    18    0.0000000000
      36    17    0.0000000000
      36    16    0.0000000000
