   128     4    64        0.0050630868        0.6732375000        1.5805765908       -1.5802149842
   128     4    64        0.0046863457        0.6791625000        1.3260042844       -1.3259054204
   128     4    64        0.0051018762        0.5988375000        1.2606835953       -1.2606149410
   128     4    64        0.0047319416        0.7055625000        1.2733754647       -1.2733336192
   128     4    64        0.0050398301        0.7773500000        1.4216790761       -1.4216475361
   128     4    64        0.0048033364        0.7377750000        1.2171564002       -1.2171295292
   128     4    64        0.0048076956        0.5458250000        0.9628695284       -0.9628453101
   128     4    64        0.0048783582        0.6572250000        1.1179024530       -1.1178803219
   128     4    64        0.0049996742        0.6921125000        1.1066052319       -1.1065835374
   128     4    64        0.0046556618        0.7319750000        1.0545888592       -1.0545694966
   128     4    64        0.0051136060        0.5003250000        0.8734281898       -0.8734115452
   128     4    64        0.0051161421        0.6912750000        1.2414840049       -1.2414699319
   128     4    64        0.0049174076        0.5149500000        0.7972737502       -0.7972609803
   128     4    64        0.0052039072        0.5317500000        0.8555722421       -0.8555608821
   128     4    64        0.0051303935        0.4692250000        0.8745096487       -0.8744994095
   128     4    64        0.0050481689        0.5894125000        0.9516550000       -0.9516457265
   128     4    64        0.0053100555        0.7288000000        1.1025306934       -1.1025222719
   128     4    64        0.0049749736        0.5570750000        0.9132974300       -0.9132895582
   128     4    64        0.0048231023        0.5825125000        0.8938497851       -0.8938424698
   128     4    64        0.0047349200        0.5722375000        1.0042816067       -1.0042748302
   128     4    64        0.0048108945        0.5902500000        0.9646039310       -0.9645975651
   128     4    64        0.0048116637        0.6869750000        0.9925591709       -0.9925531950
   128     4    64        0.0048468106        0.7206125000        1.0345488964       -1.0345432719
   128     4    64        0.0048636786        0.5728750000        0.8886140023       -0.8886086237
   128     4    64        0.0048015380        0.5083125000        0.8955110536       -0.8955059508
   128     4    64        0.0051589915        0.5797375000        0.9590760464       -0.9590712108
   128     4    64        0.0053839443        0.4620625000        0.9029264433       -0.9029218127
   128     4    64        0.0050379441        0.5490375000        0.9766126992       -0.9766082964
   128     4    64        0.0049214217        0.4887000000        0.9269618048       -0.9269575753
   128     4   128        0.0046133367        1.3535750000        2.3207909832       -2.3204194357
   128     4   128        0.0049084000        0.9352750000        1.9603775526       -1.9602771974
   128     4   128        0.0050266603        0.8986000000        1.8329155642       -1.8328449374
   128     4   128        0.0052243165        0.9389500000        1.8342632187       -1.8342203487
   128     4   128        0.0052970500        1.1429750000        2.0459931050       -2.0459605743
   128     4   128        0.0048045235        1.0317000000        1.7904110709       -1.7903836160
   128     4   128        0.0049849751        1.3741000000        2.2740253104       -2.2740013526
   128     4   128        0.0052803630        0.8273750000        1.5518712328       -1.5518484230
   128     4   128        0.0049804657        1.1438000000        1.7303957582       -1.7303737672
   128     4   128        0.0049168176        1.0427750000        1.6342575076       -1.6342378000
   128     4   256        0.0046501019        2.1578500000        3.1397752169       -3.1393917730
   128     4   256        0.0050479391        1.4473500000        2.8239429850       -2.8238404898
   128     4   256        0.0047017126        2.4977500000        3.6166856531       -3.6166153342
   128     4   256        0.0050543091        2.4033000000        3.1783036009       -3.1782604688
   128     4   256        0.0053584340        2.5150500000        3.2013054562       -3.2012725217
   128     4   256        0.0047447987        2.1584000000        3.4205256140       -3.4204981583
   128     4   256        0.0045668397        2.1353000000        3.1243997986       -3.1243753061
   128     4   256        0.0050744613        1.4870000000        2.3872712903       -2.3872482415
   128     4   256        0.0048635405        2.2159500000        3.1640261971       -3.1640040638
   128     4   256        0.0052124234        2.6757500000        3.2940579704       -3.2940383151
   128     4   512        0.0052026226        4.6809000000        6.4595300340       -6.4591452710
   128     4   512        0.0045479985        4.7125000000        6.1038025700       -6.1037004869
   128     4   512        0.0050670331        4.0974000000        5.2004276695       -5.2003561642
   128     4   512        0.0056273993        4.1251000000        5.6509044049       -5.6508611052
   128     4   512        0.0052227190        3.7994000000        5.8749374912       -5.8749044267
   128     4   512        0.0049251299        3.1098000000        4.5998175897       -4.5997896113
   128     4   512        0.0050986760        4.8191000000        6.0534265671       -6.0534020299
   128     4   512        0.0052818848        3.0841000000        4.3981969429       -4.3981738463
   128     4   512        0.0053469531        2.7208000000        3.8793688624       -3.8793463241
   128     4   512        0.0048390520        4.0200000000        5.0962480438       -5.0962281295
   128     4  1024        0.0051506586        5.2150000000        8.3458194271       -8.3454262990
   128     4  1024        0.0050597713        5.3942000000        7.4409659059       -7.4408619318
   128     4  1024        0.0050988392        6.4720000000        8.1578442696       -8.1577722000
   128     4  1024        0.0048030444        5.8490000000        8.0697349138       -8.0696909260
   128     4  1024        0.0051676388        5.2756000000        6.7361446976       -6.7361109488
   128     4  1024        0.0057167938        5.8234000000        8.3818524363       -8.3818243789
   128     4  1024        0.0052718545        7.2994000000        7.9979088059       -7.9978838528
   128     4  1024        0.0055190012        6.7358000000        9.0049862196       -9.0049631595
   128     4  1024        0.0048657551        5.8806000000        6.9373043312       -6.9372816929
   128     4  1024        0.0053025311        7.3254000000        7.7764409053       -7.7764207968
   128     4  2048        0.0048906892       12.3368000000       17.0649555044      -17.0645622400
   128     4  2048        0.0046630118       12.1452000000       15.7397140404      -15.7396102371
   128     4  2048        0.0052361984       11.3828000000       15.1202840405      -15.1202119922
   128     4  2048        0.0049503837       13.7224000000       15.4093698006      -15.4093257802
   128     4  2048        0.0049208697       12.2136000000       13.9178166087      -13.9177829043
