   128     4    64        0.0046293696        0.7833375000        1.5582264894       -1.5578663095
   128     4    64        0.0050597577        0.7840250000        1.4986050693       -1.4985077485
   128     4    64        0.0045876179        0.7331750000        1.3799673222       -1.3798991575
   128     4    64        0.0048406522        0.7027250000        1.2745260017       -1.2744843597
   128     4    64        0.0048124189        0.7803875000        1.2770781022       -1.2770462203
   128     4    64        0.0049133968        0.6907250000        1.2484334048       -1.2484066451
   128     4    64        0.0049852177        0.7134250000        1.2767326168       -1.2767088832
   128     4    64        0.0049632544        0.6309500000        1.0985931949       -1.0985708202
   128     4    64        0.0047561905        0.5983625000        1.0356257909       -1.0356040411
   128     4    64        0.0049977195        0.7123625000        1.1090895221       -1.1090703412
   128     4    64        0.0049630644        0.6170875000        0.9842376670       -0.9842212381
   128     4    64        0.0047075434        0.5172000000        0.8883985739       -0.8883842367
   128     4    64        0.0047123932        0.5006250000        0.7930406509       -0.7930279420
   128     4    64        0.0050391907        0.5512625000        0.8918203006       -0.8918090258
   128     4    64        0.0049660636        0.4278250000        0.8202646170       -0.8202543855
   128     4    64        0.0051004308        0.3773000000        0.6674641276       -0.6674547108
   128     4    64        0.0049598730        0.6718000000        1.1177612462       -1.1177528617
   128     4    64        0.0047201352        0.7217875000        1.0219949741       -1.0219871826
   128     4    64        0.0052477362        0.6825750000        1.0173309376       -1.0173236978
   128     4    64        0.0049310230        0.5977375000        1.0347862137       -1.0347794680
   128     4    64        0.0050488396        0.4787250000        0.8995017767       -0.8994953974
   128     4    64        0.0048988952        0.6533250000        0.9761821613       -0.9761761918
   128     4    64        0.0050151394        0.5072625000        0.9500464352       -0.9500407905
   128     4    64        0.0051102449        0.5246875000        0.9401345886       -0.9401292408
   128     4    64        0.0049892186        0.5323625000        0.9922251478       -0.9922200877
   128     4    64        0.0048082430        0.6360375000        1.0582056374       -1.0582008437
   128     4    64        0.0050895022        0.5290625000        0.9052620167       -0.9052573962
   128     4    64        0.0050036739        0.4424375000        0.8273743007       -0.8273698622
   128     4    64        0.0052028403        0.6098250000        0.9277320258       -0.9277278030
   128     4   128        0.0049877288        1.4567000000        2.4434043256       -2.4430322356
   128     4   128        0.0048611745        1.2927250000        2.0420710333       -2.0419711216
   128     4   128        0.0052137392        0.9344500000        1.7383814219       -1.7383110093
   128     4   128        0.0049441746        0.7887750000        1.5575492218       -1.5575061181
   128     4   128        0.0046737096        1.0594250000        1.9103913008       -1.9103587290
   128     4   128        0.0051264155        0.6515500000        1.5011041785       -1.5010765653
   128     4   128        0.0049375084        1.2065500000        1.8971802113       -1.8971559939
   128     4   128        0.0050257759        1.2248000000        1.6896429301       -1.6896202612
   128     4   128        0.0046092561        1.3456500000        1.7559490546       -1.7559270465
   128     4   128        0.0049209234        0.8271750000        1.1252929068       -1.1252729623
   128     4   256        0.0048892796        2.5190500000        3.9416116014       -3.9412327176
   128     4   256        0.0050680484        2.3776500000        3.7145487031       -3.7144478916
   128     4   256        0.0054139762        1.9131000000        3.2824173894       -3.2823465216
   128     4   256        0.0052157800        1.6732500000        3.0171351804       -3.0170919153
   128     4   256        0.0049107879        2.0701000000        3.0926992873       -3.0926662826
   128     4   256        0.0050118272        1.9879000000        3.0228308910       -3.0228032257
   128     4   256        0.0050857860        2.1700500000        2.8443345907       -2.8443099704
   128     4   256        0.0051689947        2.1943500000        2.9748637780       -2.9748409852
   128     4   256        0.0048639658        1.4588500000        2.0923879035       -2.0923653781
