 128       2      64      0.0086262802      1.1839250000      1.9238509986     -1.9231533306      1.0000000000
 128       2      64      0.0095921517      0.5101750000      1.5405867995     -1.5398672825      1.0000000000
 128       2      64      0.0089990832      0.7040500000      1.5160623843     -1.5153422920      1.0000000000
 128       2      64      0.0094231774      0.8263500000      1.7174226284     -1.7167136397      1.0000000000
 128       2      64      0.0095551146      0.7079500000      1.7539015335     -1.7531901179      1.0000000000
 128       2      64      0.0086747649      0.9748250000      1.6718734162     -1.6711598641      1.0000000000
 128       2      64      0.0097751579      0.7552750000      1.6219429076     -1.6212257617      1.0000000000
 128       2      64      0.0090402962      0.7135750000      1.5481546429     -1.5474392050      1.0000000000
 128       2      64      0.0090219863      0.9202750000      1.7071503263     -1.7064373237      1.0000000000
 128       2      64      0.0083998590      0.8933000000      1.6564560264     -1.6557490300      1.0000000000
 128       2      64      0.0093536476      0.9487750000      1.7976160617     -1.7969062973      1.0000000000
 128       2      64      0.0090189301      0.5460250000      1.4072059708     -1.4064831258      1.0000000000
 128       2      64      0.0093733970      0.8558000000      1.6713417304     -1.6706252258      1.0000000000
 128       2      64      0.0085271601      0.9576500000      1.6518336984     -1.6511259509      1.0000000000
 128       2      64      0.0085479273      0.9161250000      1.7942886905     -1.7935871738      1.0000000000
 128       2      64      0.0092938048      0.6838750000      1.3958864734     -1.3951572158      1.0000000000
 128       2      64      0.0093212596      0.7649000000      1.5400893988     -1.5393703580      1.0000000000
 128       2      64      0.0093233369      0.6450500000      1.5517817664     -1.5510626633      1.0000000000
 128       2      64      0.0091115290      0.8075000000      1.5527005266     -1.5519819700      1.0000000000
 128       2      64      0.0091798751      0.6519500000      1.3980386721     -1.3973093763      1.0000000000
 128       2      64      0.0091683999      0.8432250000      1.6263655092     -1.6256491556      1.0000000000
 128       2      64      0.0096379054      0.8553500000      1.6758303578     -1.6751143283      1.0000000000
 128       2      64      0.0090911467      0.9341500000      1.7368717623     -1.7361630706      1.0000000000
 128       2      64      0.0093825310      0.8660500000      1.7592901987     -1.7585820228      1.0000000000
 128       2      64      0.0083772602      0.9663000000      1.5848309467     -1.5841171831      1.0000000000
 128       2      64      0.0093956059      0.8754000000      1.8367536789     -1.8360494602      1.0000000000
 128       2      64      0.0096139418      0.6333500000      1.3730753508     -1.3723498808      1.0000000000
 128       2      64      0.0088216712      0.6720000000      1.4017543121     -1.4010270544      1.0000000000
 128       2      64      0.0091503404      0.7914500000      1.7624851924     -1.7617760822      1.0000000000
 128       2      64      0.0095330157      0.4991000000      1.2272638848     -1.2265251002      1.0000000000
 128       2      64      0.0095717411      0.5289500000      1.4692313698     -1.4685098101      1.0000000000
 128       2      64      0.0094368677      0.4851750000      1.4331265673     -1.4323997500      1.0000000000
 128       2      64      0.0086900502      0.8636250000      1.6599521354     -1.6592393030      1.0000000000
 128       2      64      0.0097020125      0.8279500000      1.6488700337     -1.6481539809      1.0000000000
 128       2      64      0.0090708385      0.9060500000      1.7020108507     -1.7012990122      1.0000000000
 128       2      64      0.0101107003      0.5900000000      1.5362975579     -1.5355755640      1.0000000000
 128       2      64      0.0090952950      0.8236500000      1.5740763194     -1.5733617756      1.0000000000
 128       2      64      0.0086875452      0.8904750000      1.6117795407     -1.6110661577      1.0000000000
 128       2      64      0.0091510074      0.8779250000      1.6875771747     -1.6868645465      1.0000000000
 128       2      64      0.0094305991      0.9424750000      1.8073998184     -1.8066892291      1.0000000000
 128       2      64      0.0093579599      0.9124000000      1.6154491133     -1.6147325371      1.0000000000
 128       2      64      0.0088677887      0.4804750000      1.3371863179     -1.3364584903      1.0000000000
 128       2      64      0.0089582179      0.8983000000      1.7335751909     -1.7328726190      1.0000000000
 128       2      64      0.0095944454      0.7391000000      1.5137434836     -1.5130196413      1.0000000000
 128       2      64      0.0097302137      0.7133250000      1.6767823448     -1.6760659690      1.0000000000
 128       2      64      0.0094822204      0.8218250000      1.8935157757     -1.8928097808      1.0000000000
 128       2      64      0.0088674034      0.8004000000      1.6195336989     -1.6188219356      1.0000000000
 128       2      64      0.0094233181      0.6754000000      1.5237390055     -1.5230169254      1.0000000000
 128       2      64      0.0088836800      1.0228000000      1.8151949549     -1.8144905399      1.0000000000
 128       2      64      0.0092432485      0.7630250000      1.6184244782     -1.6177084782      1.0000000000
 128       2     128      0.0093408897      1.4962000000      2.3192884889     -2.3185447605      1.0000000000
 128       2     128      0.0098362595      1.0517000000      2.4208483472     -2.4201035805      1.0000000000
 128       2     128      0.0086997508      1.8459000000      2.7616627376     -2.7609297267      1.0000000000
 128       2     128      0.0089671527      1.6725000000      2.8227875381     -2.8220553989      1.0000000000
 128       2     128      0.0087313140      1.5014500000      2.5911725313     -2.5904388147      1.0000000000
 128       2     128      0.0093497852      1.5580500000      2.7903852068     -2.7896539609      1.0000000000
 128       2     128      0.0090805511      1.4123000000      2.7069316983     -2.7061988036      1.0000000000
 128       2     128      0.0090830183      1.5929000000      2.4501341589     -2.4493943395      1.0000000000
 128       2     128      0.0089565608      1.5631500000      2.5623781205     -2.5616458049      1.0000000000
 128       2     128      0.0091231112      1.6149000000      2.8746748459     -2.8739432009      1.0000000000
 128       2     128      0.0089562596      0.9405500000      2.1735748828     -2.1728354518      1.0000000000
 128       2     128      0.0094905940      1.5900000000      2.6300267148     -2.6292863388      1.0000000000
 128       2     128      0.0095155159      1.1612000000      2.3423971776     -2.3416522363      1.0000000000
 128       2     128      0.0093329943      1.2622500000      2.4395244359     -2.4387865308      1.0000000000
 128       2     128      0.0090937578      1.2463500000      2.4692793642     -2.4685392645      1.0000000000
 128       2     128      0.0089072920      1.3276000000      2.2072776357     -2.2065316614      1.0000000000
 128       2     128      0.0093243561      1.5098500000      2.6006360615     -2.5999014447      1.0000000000
 128       2     128      0.0095662078      1.2514500000      2.3013498181     -2.3006034708      1.0000000000
 128       2     128      0.0088152893      1.4829500000      2.3091992153     -2.3084532153      1.0000000000
 128       2     128      0.0093168368      1.3566500000      2.3421193722     -2.3413750969      1.0000000000
 128       2     128      0.0094559022      1.8213500000      3.0479830247     -3.0472558794      1.0000000000
 128       2     128      0.0096083037      1.2820500000      2.7654009633     -2.7646666101      1.0000000000
 128       2     128      0.0089452279      1.2458000000      2.3900331048     -2.3892913164      1.0000000000
 128       2     128      0.0101251969      1.2680500000      2.3497649778     -2.3490133494      1.0000000000
